lsoa,employ_score,edu_score,health_score,income_score,enviroment_score
E01016359,0.103,32.42,-0.656,0.173,30.402
E01016360,0.114,22.766,0.122,0.169,49.186
E01016361,0.109,13.783,-0.009,0.154,55.403
E01016362,0.083,9.424,0.328,0.113,52.725
E01016363,0.16,55.655,0.392,0.252,19.149
E01016364,0.043,1.173,-1.374,0.04,24.525
E01016365,0.054,15.352,-0.869,0.088,40.312
E01016366,0.082,20.101,-0.535,0.114,29.006
E01016367,0.11,26.759,-0.322,0.127,31.266
E01016368,0.193,56.754,0.451,0.319,13.139
E01016369,0.128,30.926,-0.206,0.149,13.042
E01016370,0.022,26.153,-1.111,0.048,29.666
E01016371,0.087,20.721,-0.277,0.11,13.309
E01016372,0.232,65.316,0.54,0.323,15.844
E01016373,0.178,50.999,-0.155,0.255,13.265
E01016374,0.065,24.421,-0.649,0.12,44.467
E01016375,0.127,27.936,0.374,0.211,46.521
E01016376,0.096,11.738,-0.164,0.127,49.694
E01016377,0.134,30.008,-0.025,0.241,25.163
E01016378,0.099,10.054,0.055,0.132,60.318
E01016379,0.06,13.037,-0.754,0.101,57.026
E01016380,0.052,10.78,-0.916,0.098,9.522
E01016381,0.141,42.655,-0.263,0.21,14.396
E01016382,0.17,41.417,0.048,0.257,28.595
E01016383,0.076,24.73,-0.581,0.11,7.643
E01016384,0.058,3.374,-1.015,0.042,12.01
E01016385,0.066,21.402,0.096,0.116,23.723
E01016386,0.03,0.688,-1.575,0.015,9.582
E01016387,0.037,1.118,-1.37,0.027,7.582
E01016388,0.094,20.908,-0.506,0.105,15.932
E01016389,0.19,35.84,0.375,0.248,12.838
E01016390,0.1,6.215,0.303,0.102,52.547
E01016391,0.126,19.662,-0.458,0.207,27.294
E01016392,0.088,12.612,-0.099,0.131,44.694
E01016393,0.104,5.044,-0.03,0.095,19.024
E01016394,0.23,44.706,0.857,0.318,16.681
E01016395,0.082,17.986,-0.233,0.121,25.775
E01016396,0.174,53.333,0.406,0.248,13.296
E01016397,0.201,41.031,0.601,0.315,19.71
E01016398,0.079,12.467,-0.327,0.11,24.023
E01016399,0.074,11.583,-0.508,0.089,22.11
E01016400,0.115,15.468,0.261,0.166,28.101
E01016401,0.053,0.708,-0.5,0.082,38.62
E01016402,0.051,9.176,-0.213,0.09,31.04
E01016403,0.062,2.331,-0.586,0.078,18.393
E01016404,0.077,12.259,-0.256,0.163,49.402
E01016405,0.075,14.325,-0.429,0.139,45.751
E01016406,0.073,11.523,-0.279,0.1,52.014
E01016407,0.032,4.63,-1.257,0.048,14.644
E01016408,0.062,13.436,-0.749,0.076,9.799
E01016409,0.087,10.703,-0.174,0.103,10.441
E01016410,0.036,5.016,-1.189,0.042,10.222
E01016411,0.05,2.245,-1.151,0.039,6.972
E01016412,0.047,12.894,-1.048,0.044,6.37
E01016413,0.024,0.813,-1.285,0.034,24.252
E01016414,0.042,4.536,-0.794,0.045,33.151
E01016415,0.172,37.034,0.709,0.28,23.143
E01016416,0.056,11.69,-0.962,0.085,59.172
E01016417,0.059,5.754,-0.494,0.076,39.408
E01016418,0.033,7.037,-1.175,0.056,38.979
E01016419,0.094,15.117,-0.518,0.122,22.313
E01016420,0.214,51.946,0.881,0.268,18.934
E01016421,0.096,25.917,-0.171,0.11,16.676
E01016422,0.143,29.581,-0.084,0.203,11.275
E01016423,0.141,37.281,0.063,0.197,14.948
E01016424,0.047,8.221,-0.858,0.056,10.208
E01016425,0.04,1.125,-1.406,0.037,6.527
E01016426,0.036,0.133,-1.285,0.024,10.414
E01016427,0.029,1.336,-1.251,0.047,18.855
E01016428,0.054,2.996,-0.508,0.087,13.971
E01016429,0.04,3.849,-1.329,0.036,16.875
E01016430,0.027,1.172,-1.501,0.017,5.476
E01016431,0.062,13.69,-1.118,0.062,10.793
E01016432,0.063,8.387,-0.854,0.095,9.62
E01016433,0.081,27.526,0.209,0.134,16.684
E01016434,0.083,23.815,-0.47,0.114,10.715
E01016435,0.136,33.028,0.148,0.167,10.517
E01016436,0.13,25.779,0.225,0.16,13.592
E01016437,0.119,35.756,-0.271,0.153,15.973
E01016438,0.16,55.332,0.222,0.279,16.684
E01016439,0.134,32.623,0.22,0.168,16.534
E01016440,0.141,43.115,0.095,0.206,18.083
E01016441,0.239,65.981,1.064,0.301,14.151
E01016442,0.124,45.323,0.328,0.205,14.417
E01016443,0.202,68.589,0.382,0.315,13.717
E01016444,0.135,34.091,0.163,0.206,19.873
E01016445,0.142,29.148,0.447,0.213,11.862
E01016446,0.13,23.756,0.269,0.195,24.789
E01016447,0.118,20.256,0.023,0.14,29.974
E01016448,0.098,20.483,-0.124,0.156,32.558
E01016449,0.169,42.459,0.279,0.222,24.938
E01016450,0.175,41.474,0.754,0.273,14.478
E01016451,0.184,36.429,0.868,0.266,13.097
E01016452,0.135,33.844,0.682,0.17,13.165
E01016453,0.123,23.193,-0.019,0.132,13.076
E01016454,0.159,34.384,0.607,0.176,13.891
E01016455,0.127,35.179,0.186,0.177,12.757
E01016456,0.116,30.563,-0.05,0.182,30.066
E01016457,0.097,21.952,-0.622,0.162,27.329
E01016458,0.167,36.058,0.654,0.249,15.437
E01016459,0.116,28.413,0.009,0.179,39.318
E01016460,0.094,18.132,-0.632,0.123,23.967
E01016461,0.09,13.374,-0.252,0.134,40.417
E01016462,0.092,21.123,-0.152,0.148,43.044
E01016463,0.168,37.118,0.395,0.245,22.507
E01016464,0.133,37.204,0.417,0.198,39.725
E01016465,0.096,24.414,-0.112,0.169,58.647
E01016467,0.078,19.344,-0.326,0.1,24.862
E01016468,0.054,10.772,-0.72,0.086,19.249
E01016469,0.095,13.258,-0.121,0.142,22.857
E01016470,0.067,12.109,-0.75,0.098,19.038
E01016471,0.079,22.248,-0.145,0.09,16.108
E01016472,0.103,23.454,-0.213,0.156,13.088
E01016473,0.069,9.206,-0.304,0.122,19.882
E01016474,0.136,30.531,0.187,0.192,22.049
E01016475,0.114,20.529,-0.078,0.182,30.246
E01016476,0.085,18.229,0.131,0.131,13.472
E01016477,0.07,16.32,-0.501,0.112,14.683
E01016478,0.064,8.675,-0.563,0.101,16.305
E01016479,0.081,16.971,-0.141,0.151,24.03
E01016480,0.153,25.699,0.525,0.202,24.167
E01016481,0.082,26.57,0.045,0.132,25.773
E01016482,0.062,16.874,-0.584,0.075,55.015
E01016483,0.092,21.294,-0.078,0.144,32.86
E01016484,0.112,20.948,0.128,0.133,40.888
E01016485,0.107,27.623,0.038,0.142,27.345
E01016486,0.159,32.918,0.225,0.2,18.931
E01016487,0.098,24.887,-0.163,0.157,24.969
E01016488,0.09,23.297,-0.411,0.132,23.501
E01016490,0.182,31.452,0.64,0.256,15.479
E01016491,0.059,10.034,-0.76,0.068,19.062
E01016492,0.077,12.263,-0.591,0.126,15.627
E01016493,0.045,11.444,-0.293,0.092,18.374
E01016494,0.073,10.825,-0.528,0.096,53.699
E01016495,0.043,12.707,-0.448,0.07,31.06
E01016496,0.104,21.206,0.494,0.186,20.952
E01016497,0.056,8.312,-0.583,0.063,16.944
E01016498,0.113,27.257,0.393,0.161,16.703
E01016499,0.148,26.632,0.425,0.217,14.447
E01016500,0.077,8.986,-0.427,0.098,18.12
E01016501,0.172,22.587,0.352,0.201,16.475
E01016502,0.083,13.005,0.24,0.129,20.203
E01016503,0.117,23.151,0.217,0.14,14.006
E01016504,0.071,4.24,-0.095,0.064,20.477
E01016505,0.136,28.315,0.63,0.173,24.126
E01016506,0.07,12.102,-0.513,0.119,22.164
E01016507,0.072,8.351,-0.305,0.104,18.87
E01016508,0.053,10.788,-1.152,0.077,16.289
E01016509,0.056,9.438,-0.148,0.083,25.715
E01016510,0.049,3.8,-1.03,0.053,19.111
E01016511,0.147,18.655,0.208,0.179,47.159
E01016512,0.093,10.09,-0.154,0.173,39.169
E01016513,0.049,3.671,-1.079,0.065,13.982
E01016514,0.085,20.211,-0.112,0.144,32.293
E01016515,0.043,3.089,-1.21,0.053,21.391
E01016516,0.136,34.936,-0.231,0.182,32.225
E01016517,0.132,34.975,0.256,0.185,22.072
E01016518,0.091,17.446,-0.27,0.154,13.879
E01016519,0.088,16.07,0.563,0.159,18.107
E01016520,0.171,38.976,0.433,0.241,15.032
E01016521,0.105,23.178,0.039,0.162,16.933
E01016522,0.028,0.74,-1.123,0.033,5.472
E01016523,0.02,2.684,-1.994,0.033,9.076
E01016524,0.033,1.065,-2.458,0.026,9.782
E01016525,0.037,0.245,-1.597,0.028,12.151
E01016526,0.034,1.567,-1.93,0.031,7.921
E01016527,0.066,3.977,-0.695,0.071,11.862
E01016528,0.033,5.995,-1.501,0.059,21.049
E01016529,0.143,29.399,0.198,0.195,23.206
E01016530,0.091,21.877,-0.356,0.111,8.243
E01016531,0.039,0.846,-1.749,0.025,23.671
E01016532,0.028,2.245,-2.064,0.028,11.229
E01016533,0.023,0.786,-2.314,0.023,7.949
E01016534,0.041,1.196,-1.77,0.026,6.019
E01016535,0.039,6.292,-1.783,0.03,10.016
E01016536,0.092,8.307,0.094,0.101,32.58
E01016537,0.079,14.528,-0.803,0.113,8.783
E01016538,0.036,10.461,-1.938,0.039,19.093
E01016539,0.038,1.792,-1.72,0.038,19.075
E01016540,0.045,3.53,-1.648,0.046,11.94
E01016541,0.047,6.915,-1.784,0.051,8.574
E01016542,0.071,11.816,-1.146,0.062,5.253
E01016543,0.03,4.356,-1.817,0.028,24.56
E01016544,0.025,2.822,-1.532,0.046,40.92
E01016545,0.05,4.798,-0.821,0.076,29.298
E01016546,0.015,1.769,-2.233,0.023,22.373
E01016547,0.032,0.842,-1.288,0.054,29.509
E01016548,0.031,2.332,-1.766,0.034,6.457
E01016549,0.068,5.734,-0.615,0.085,14.202
E01016550,0.043,4.872,-0.883,0.068,11.446
E01016551,0.037,7.587,-2.051,0.029,8.493
E01016552,0.045,2.5,-1.432,0.053,18.838
E01016553,0.061,8.353,-0.928,0.053,10.96
E01016554,0.111,24.533,-0.321,0.133,11.162
E01016555,0.149,38.195,0.533,0.206,14.781
E01016556,0.115,30.184,-0.504,0.167,6.353
E01016557,0.055,13.498,-0.753,0.087,7.662
E01016558,0.056,27.287,-1.029,0.088,7.704
E01016559,0.035,3.755,-1.969,0.028,9.496
E01016560,0.141,25.293,-0.11,0.143,13.817
E01016561,0.046,7.147,-1.356,0.051,3.624
E01016562,0.034,5.078,-2.166,0.038,14.196
E01016563,0.043,3.553,-1.903,0.02,3.532
E01016564,0.074,13.339,-0.76,0.111,30.885
E01016565,0.035,1.029,-1.921,0.039,18.415
E01016566,0.095,25.098,-0.742,0.137,21.857
E01016567,0.027,12.619,-1.911,0.027,17.591
E01016568,0.066,14.159,-0.725,0.079,9.388
E01016569,0.079,14.47,-1.004,0.083,13.34
E01016570,0.029,1.576,-2.151,0.029,3.183
E01016571,0.038,2.748,-1.686,0.05,5.146
E01016572,0.075,5.103,-1.299,0.054,4.172
E01016573,0.143,35.864,-0.183,0.191,6.466
E01016574,0.084,23.743,-0.602,0.123,11.449
E01016575,0.042,3.685,-1.246,0.039,5.851
E01016576,0.041,7.938,-1.706,0.052,12.812
E01016577,0.077,23.179,-0.691,0.106,12.352
E01016578,0.041,4.079,-1.257,0.053,38.095
E01016579,0.052,8.79,-1.721,0.063,21.63
E01016580,0.129,26.997,-0.014,0.164,4.265
E01016581,0.055,3.569,-1.694,0.052,32.789
E01016582,0.083,17.376,-0.647,0.092,7.158
E01016583,0.033,1.105,-2.25,0.031,5.238
E01016584,0.089,13.928,-0.549,0.133,12.951
E01016585,0.058,1.712,-0.772,0.064,20.024
E01016586,0.034,1.051,-1.997,0.016,6.775
E01016587,0.055,6.458,-1.367,0.048,6.006
E01016588,0.081,10.599,-0.87,0.093,12.549
E01016589,0.025,2.391,-1.68,0.029,8.071
E01016591,0.029,0.506,-2.197,0.021,12.063
E01016592,0.036,1.049,-1.845,0.042,21.064
E01016593,0.15,30.118,-0.228,0.169,10.11
E01016594,0.117,36.662,-0.489,0.149,15.764
E01016595,0.058,8.175,-1.039,0.077,13.36
E01016596,0.036,2.177,-1.798,0.045,8.397
E01016597,0.025,1.565,-2.252,0.027,4.387
E01016598,0.043,1.015,-1.176,0.04,4.257
E01016599,0.137,35.913,-0.269,0.166,5.676
E01016600,0.042,1.536,-2.09,0.049,6.831
E01016601,0.057,9.214,-1.554,0.075,7.829
E01016602,0.039,2.441,-2.065,0.031,5.896
E01016603,0.026,1.637,-2.012,0.03,6.787
E01016604,0.02,0.845,-2.124,0.03,7.133
E01016605,0.045,6.477,-1.358,0.061,9.629
E01016606,0.038,1.328,-1.667,0.031,8.441
E01016607,0.016,2.579,-2.593,0.021,3.956
E01016608,0.073,3.622,-0.92,0.092,7.516
E01016609,0.087,10.34,-0.611,0.107,5.38
E01016610,0.039,12.891,-1.894,0.057,9.429
E01016611,0.015,11.628,-1.768,0.024,7.955
E01016612,0.023,0.833,-2.681,0.016,2.025
E01016613,0.084,14.484,-1.133,0.123,4.833
E01016614,0.059,8.83,-1.559,0.08,8.741
E01016615,0.117,40.895,-0.543,0.135,9.431
E01016616,0.063,19.017,-1.155,0.089,8.121
E01016617,0.04,7.528,-1.46,0.032,6.672
E01016618,0.044,4.609,-1.87,0.063,10.682
E01016619,0.029,1.773,-2.561,0.031,5.021
E01016620,0.054,6.081,-2.175,0.05,4.896
E01016621,0.06,7.474,-1.445,0.062,3.928
E01016622,0.026,3.098,-2.085,0.017,4.791
E01016623,0.046,10.206,-1.671,0.048,4.904
E01016624,0.041,3.693,-2.109,0.035,4.891
E01016625,0.027,1.112,-2.298,0.018,1.916
E01016626,0.072,9.031,-1.059,0.083,9.189
E01016627,0.034,2.006,-2.264,0.04,3.76
E01016628,0.023,2.565,-2.635,0.026,4.791
E01016629,0.025,0.617,-2.499,0.014,2.723
E01016630,0.023,1.285,-2.544,0.019,1.331
E01016631,0.075,9.195,-1.285,0.087,1.751
E01016632,0.026,0.702,-2.664,0.02,1.44
E01016633,0.018,0.952,-2.336,0.012,1.762
E01016634,0.07,1.978,-1.653,0.044,1.66
E01016635,0.028,1.596,-2.033,0.03,1.916
E01016636,0.028,1.186,-2.33,0.011,1.567
E01016637,0.035,0.803,-1.927,0.022,3.448
E01016638,0.028,4.093,-2.223,0.029,1.259
E01016639,0.04,3.673,-2.114,0.045,1.152
E01016640,0.044,1.26,-2.197,0.043,2.886
E01016641,0.041,2.928,-1.397,0.047,7.881
E01016642,0.135,30.462,-0.586,0.169,2.242
E01016643,0.029,0.909,-1.663,0.014,1.101
E01016644,0.035,3.953,-2.06,0.03,2.392
E01016645,0.035,3.499,-2.063,0.034,11.277
E01016646,0.025,4.712,-1.957,0.039,4.509
E01016647,0.052,5.978,-1.298,0.074,3.755
E01016648,0.035,3.749,-1.229,0.032,8.118
E01016649,0.036,3.354,-1.838,0.039,13.419
E01016651,0.043,1.608,-1.817,0.053,8.655
E01016652,0.041,1.406,-2.226,0.026,2.762
E01016653,0.029,1.342,-2.002,0.037,1.762
E01016654,0.033,2.163,-2.016,0.026,2.1
E01016655,0.03,2.17,-2.607,0.018,4.257
E01016656,0.039,9.105,-2.041,0.053,21.081
E01016657,0.02,1.794,-2.067,0.026,2.297
E01016658,0.027,3.022,-2.394,0.025,2.801
E01016659,0.035,6.959,-1.224,0.08,3.872
E01016660,0.032,6.64,-1.915,0.034,1.936
E01016661,0.054,10.987,-1.669,0.056,2.945
E01016662,0.134,47.028,0.0,0.147,6.668
E01016663,0.049,11.672,-1.877,0.065,5.783
E01016664,0.034,0.74,-1.949,0.036,2.566
E01016665,0.041,4.031,-1.969,0.045,6.433
E01016666,0.032,4.55,-1.918,0.024,3.412
E01016668,0.062,2.847,-1.753,0.066,9.036
E01016669,0.045,4.792,-2.157,0.052,9.73
E01016670,0.027,1.834,-2.806,0.024,2.227
E01016671,0.033,2.346,-1.202,0.049,5.854
E01016672,0.039,3.434,-2.319,0.036,4.337
E01016673,0.171,42.827,-0.156,0.198,6.956
E01016674,0.077,23.914,-1.387,0.115,3.46
E01016675,0.031,2.237,-2.153,0.038,20.587
E01016676,0.023,0.258,-2.432,0.02,4.516
E01016677,0.064,5.319,-1.088,0.071,8.261
E01016678,0.066,17.326,-1.553,0.077,8.805
E01016679,0.06,10.637,-1.398,0.082,5.782
E01016680,0.095,17.25,-0.92,0.14,8.703
E01016682,0.039,5.745,-2.093,0.047,14.87
E01016683,0.044,11.488,-1.834,0.039,4.739
E01016684,0.051,5.335,-1.788,0.041,8.712
E01016685,0.043,2.452,-1.739,0.049,10.791
E01016686,0.054,18.575,-1.45,0.051,19.331
E01016687,0.053,10.323,-1.576,0.034,3.591
E01016688,0.035,11.23,-1.81,0.036,3.333
E01016689,0.044,9.127,-1.912,0.037,4.486
E01016690,0.056,7.67,-1.858,0.101,12.705
E01016691,0.039,2.905,-1.606,0.055,11.241
E01016692,0.038,6.214,-1.48,0.064,13.269
E01016693,0.03,1.478,-2.46,0.026,8.007
E01016694,0.033,3.585,-1.982,0.046,7.89
E01016695,0.026,0.947,-2.247,0.019,3.684
E01016696,0.045,4.102,-1.257,0.077,27.893
E01016699,0.049,2.39,-1.691,0.047,2.704
E01016700,0.029,2.713,-2.013,0.034,6.772
E01016701,0.053,3.253,-1.814,0.05,4.109
E01016702,0.043,7.422,-1.849,0.074,9.219
E01016703,0.052,7.101,-1.238,0.071,7.07
E01016704,0.103,23.78,-0.798,0.121,5.862
E01016705,0.208,12.622,0.021,0.169,9.447
E01016706,0.024,1.455,-2.41,0.013,2.212
E01016707,0.04,3.753,-1.721,0.044,2.158
E01016708,0.021,0.378,-2.392,0.017,2.351
E01016709,0.03,1.082,-2.089,0.016,1.436
E01016710,0.139,28.569,0.471,0.198,2.347
E01016711,0.071,10.622,-0.603,0.096,2.313
E01016713,0.087,18.379,-0.417,0.088,7.718
E01016714,0.15,37.169,0.442,0.236,19.277
E01016715,0.139,31.327,0.328,0.165,3.815
E01016716,0.141,24.94,0.573,0.186,14.515
E01016717,0.129,33.025,0.245,0.18,2.557
E01016718,0.257,42.21,0.712,0.298,5.471
E01016719,0.068,15.787,-0.278,0.097,4.862
E01016720,0.165,37.263,0.424,0.252,3.476
E01016721,0.154,32.577,0.286,0.218,3.52
E01016722,0.075,12.66,-0.17,0.104,4.05
E01016723,0.084,7.161,-0.663,0.092,2.641
E01016724,0.132,21.876,0.195,0.187,6.174
E01016725,0.12,28.73,0.108,0.196,3.867
E01016726,0.181,42.834,0.552,0.272,4.501
E01016727,0.132,29.414,0.159,0.185,2.624
E01016728,0.065,14.634,-0.285,0.097,3.268
E01016729,0.162,35.775,0.432,0.283,8.365
E01016731,0.09,15.13,-0.057,0.161,2.073
E01016732,0.087,9.563,0.21,0.113,2.32
E01016733,0.147,40.742,0.173,0.231,5.782
E01016734,0.052,6.906,-0.472,0.058,8.33
E01016735,0.053,7.552,-0.789,0.044,7.676
E01016736,0.038,6.308,-0.619,0.059,3.631
E01016737,0.101,20.869,-0.115,0.133,2.238
E01016738,0.161,38.311,0.682,0.245,4.673
E01016739,0.071,23.097,-0.394,0.097,2.119
E01016740,0.085,28.776,-0.16,0.094,6.652
E01016741,0.2,58.075,0.525,0.221,3.223
E01016742,0.303,62.902,1.411,0.44,1.242
E01016743,0.202,38.753,1.1,0.318,1.819
E01016744,0.212,45.484,0.461,0.362,1.467
E01016745,0.103,21.775,-0.219,0.127,5.199
E01016746,0.175,34.607,0.266,0.218,5.397
E01016748,0.069,10.418,-0.097,0.078,1.219
E01016750,0.047,7.078,-0.545,0.059,1.843
E01016751,0.078,8.118,-0.06,0.077,1.362
E01016752,0.071,8.667,-0.613,0.116,0.777
E01016753,0.092,9.377,-0.186,0.125,1.231
E01016754,0.1,16.319,-0.03,0.135,1.887
E01016755,0.056,6.346,-0.148,0.092,3.93
E01016756,0.119,12.866,0.617,0.147,3.465
E01016757,0.057,12.324,-0.531,0.072,4.987
E01016758,0.056,7.692,-0.559,0.063,2.072
E01016759,0.079,10.782,-0.326,0.095,3.867
E01016760,0.044,5.589,-0.676,0.071,9.254
E01016761,0.045,5.268,-0.601,0.048,5.068
E01016762,0.126,16.879,-0.079,0.168,1.794
E01016763,0.079,6.233,-0.025,0.084,1.052
E01016764,0.083,11.792,-0.303,0.091,4.057
E01016765,0.138,14.856,0.549,0.166,1.689
E01016766,0.126,25.151,0.154,0.149,2.25
E01016767,0.052,5.281,-0.451,0.045,3.306
E01016768,0.091,18.685,0.322,0.133,4.183
E01016769,0.04,6.763,-0.316,0.058,3.402
E01016770,0.08,14.802,-0.306,0.103,1.966
E01016771,0.118,16.012,0.26,0.154,2.692
E01016772,0.145,25.822,0.543,0.177,2.111
E01016773,0.054,4.556,-0.218,0.078,0.969
E01016774,0.043,1.139,-0.87,0.07,3.008
E01016775,0.07,3.748,-0.519,0.09,2.16
E01016776,0.047,2.871,-0.611,0.053,2.744
E01016777,0.098,12.145,0.096,0.108,2.727
E01016778,0.079,8.754,-0.115,0.105,2.341
E01016780,0.075,6.098,-0.546,0.078,0.79
E01016781,0.03,1.571,-1.137,0.052,0.753
E01016783,0.065,10.965,-0.493,0.115,1.162
E01016784,0.123,24.047,-0.027,0.156,6.648
E01016786,0.056,16.519,-0.453,0.073,4.417
E01016787,0.108,26.635,0.292,0.122,8.24
E01016788,0.045,8.073,-0.968,0.04,3.232
E01016789,0.057,10.485,-0.395,0.077,6.255
E01016790,0.05,9.358,-0.215,0.037,2.589
E01016791,0.053,9.369,-0.399,0.064,4.318
E01016792,0.041,7.871,-0.461,0.047,5.947
E01016793,0.055,8.627,-0.413,0.067,2.413
E01016794,0.058,11.522,-0.44,0.057,15.371
E01016795,0.062,8.7,-0.386,0.089,20.555
E01016796,0.039,2.658,-0.828,0.048,7.408
E01016797,0.054,1.877,-0.748,0.073,20.743
E01016798,0.024,1.644,-1.498,0.027,0.459
E01016799,0.052,5.333,-0.85,0.087,5.02
E01016800,0.043,4.229,-0.9,0.041,9.182
E01016801,0.058,7.432,-0.847,0.066,10.906
E01016802,0.041,1.348,-0.392,0.053,22.674
E01016803,0.056,8.274,-0.666,0.084,29.639
E01016804,0.156,43.492,0.558,0.251,11.233
E01016805,0.068,7.411,-0.565,0.061,1.508
E01016806,0.2,42.929,0.73,0.269,2.496
E01016807,0.103,21.53,0.264,0.141,5.935
E01016808,0.064,11.791,-0.445,0.089,4.298
E01016809,0.108,30.408,-0.199,0.17,4.928
E01016810,0.284,42.17,1.056,0.315,6.695
E01016811,0.23,63.525,0.733,0.383,4.574
E01016812,0.095,17.839,-0.058,0.078,1.497
E01016813,0.083,7.973,-0.233,0.101,44.341
E01016814,0.061,2.795,-0.746,0.077,6.867
E01016815,0.068,7.168,-0.136,0.114,3.029
E01016816,0.06,3.661,-0.524,0.055,1.149
E01016817,0.103,8.298,-0.314,0.122,4.656
E01016818,0.08,4.958,-0.137,0.126,13.211
E01016819,0.164,42.216,0.719,0.27,6.001
E01016820,0.091,6.84,-0.57,0.149,4.581
E01016821,0.064,5.552,0.23,0.108,1.252
E01016822,0.132,16.143,0.213,0.187,2.163
E01016823,0.059,9.179,-0.272,0.091,16.317
E01016824,0.103,7.767,-0.432,0.115,2.424
E01016825,0.076,11.294,0.098,0.111,2.6
E01016826,0.025,1.803,-0.783,0.031,1.115
E01016827,0.071,9.924,-0.344,0.093,0.792
E01016828,0.039,4.054,-0.728,0.033,0.87
E01016829,0.158,24.036,0.352,0.199,4.615
E01016830,0.053,15.083,0.071,0.079,1.054
E01016831,0.071,14.462,-0.507,0.096,2.737
E01016832,0.072,27.935,-0.176,0.1,2.757
E01016833,0.054,7.245,-0.881,0.062,1.451
E01016834,0.165,39.901,0.435,0.214,3.354
E01016835,0.185,38.977,0.863,0.261,2.859
E01016836,0.087,9.421,0.041,0.137,29.012
E01016837,0.108,15.491,-0.039,0.144,35.284
E01016838,0.111,19.535,0.161,0.167,7.626
E01016839,0.209,50.468,0.806,0.316,7.263
E01016840,0.075,11.823,-0.522,0.108,5.472
E01016841,0.098,19.695,-0.244,0.149,18.511
E01016842,0.286,74.668,1.239,0.374,5.209
E01016843,0.291,64.511,0.894,0.391,4.453
E01016844,0.343,60.778,1.86,0.365,6.898
E01016845,0.274,68.822,1.25,0.386,6.726
E01016846,0.111,32.084,0.42,0.174,2.621
E01016847,0.215,45.131,1.216,0.257,3.337
E01016848,0.221,30.747,1.332,0.226,3.832
E01016849,0.062,6.184,0.022,0.103,67.739
E01016850,0.08,14.029,0.178,0.097,60.797
E01016851,0.072,13.038,-0.463,0.085,67.228
E01016852,0.111,26.164,0.635,0.13,76.837
E01016853,0.066,18.413,-0.477,0.101,70.686
E01016854,0.176,24.741,1.365,0.193,62.153
E01016855,0.088,12.718,0.03,0.119,69.667
E01016856,0.098,7.201,0.351,0.143,69.333
E01016857,0.107,16.988,0.349,0.129,51.183
E01016858,0.113,23.949,0.123,0.136,70.71
E01016859,0.068,11.231,-0.126,0.084,39.269
E01016860,0.12,7.683,0.746,0.143,66.831
E01016861,0.135,6.566,0.521,0.115,61.64
E01016862,0.076,6.141,-0.136,0.111,47.148
E01016863,0.232,30.172,1.628,0.313,32.235
E01016864,0.213,65.821,1.337,0.288,9.196
E01016865,0.313,85.617,2.256,0.398,10.129
E01016866,0.329,82.194,1.784,0.395,10.901
E01016867,0.265,53.697,1.665,0.315,13.705
E01016868,0.344,83.734,1.717,0.413,9.446
E01016869,0.131,33.67,0.959,0.181,20.332
E01016870,0.08,3.503,-0.668,0.084,46.133
E01016871,0.102,13.463,0.528,0.165,55.491
E01016872,0.098,14.389,0.065,0.112,62.819
E01016873,0.162,27.559,1.358,0.205,53.596
E01016874,0.094,14.017,0.003,0.109,43.004
E01016875,0.06,0.639,0.169,0.069,26.178
E01016876,0.108,1.699,0.492,0.124,50.875
E01016877,0.086,13.062,0.504,0.125,41.846
E01016878,0.087,2.446,0.271,0.102,35.774
E01016879,0.15,32.43,0.627,0.199,19.867
E01016880,0.282,60.643,1.407,0.357,23.524
E01016881,0.173,27.17,1.037,0.214,27.447
E01016882,0.136,24.875,0.048,0.209,16.995
E01016883,0.09,15.474,-0.456,0.07,15.712
E01016884,0.12,23.992,0.371,0.156,18.918
E01016885,0.238,51.997,1.152,0.337,20.344
E01016886,0.118,17.877,0.291,0.129,19.044
E01016887,0.102,16.437,-0.108,0.111,19.516
E01016888,0.061,4.853,-0.035,0.062,14.243
E01016889,0.056,6.218,0.149,0.073,58.98
E01016890,0.079,14.815,0.244,0.111,60.989
E01016891,0.112,24.817,0.727,0.14,50.271
E01016892,0.073,9.596,-0.327,0.106,42.545
E01016893,0.048,4.309,-0.66,0.06,41.193
E01016894,0.097,44.878,0.458,0.154,42.956
E01016895,0.246,66.416,1.111,0.329,15.597
E01016896,0.057,3.288,-0.187,0.064,37.35
E01016897,0.065,3.689,-0.047,0.1,40.643
E01016898,0.109,41.575,0.695,0.146,15.572
E01016899,0.033,20.714,-0.138,0.051,20.742
E01016900,0.274,66.288,1.701,0.349,18.155
E01016901,0.058,10.844,-0.272,0.079,23.353
E01016902,0.16,26.564,0.368,0.193,9.76
E01016903,0.058,7.719,-0.533,0.08,34.055
E01016904,0.272,59.295,1.651,0.365,23.709
E01016905,0.202,31.878,1.209,0.254,30.793
E01016906,0.206,52.091,1.299,0.25,7.667
E01016907,0.119,56.542,0.594,0.181,25.222
E01016908,0.245,78.156,1.056,0.355,13.402
E01016909,0.12,50.872,0.7,0.197,33.589
E01016910,0.194,56.966,1.209,0.267,10.429
E01016911,0.143,47.373,0.506,0.201,11.748
E01016912,0.064,17.499,0.184,0.102,41.045
E01016913,0.043,15.421,-0.442,0.074,26.328
E01016914,0.111,68.879,0.86,0.183,17.312
E01016915,0.228,83.48,1.49,0.377,19.052
E01016916,0.081,23.262,0.01,0.082,12.73
